grammy_year,category,work_title,artist,winner,match_type,wasabi_title,wasabi_artist,wasabi_album,genre,album_genre,bpm,gain,publication_date,language,decade
1962,Album Of The Year (Other Than Classical),I Left My Heart In San Francisco (Album),Tony Bennett,False,song,I Left My Heart In San Francisco,Tony Bennett,I Left My Heart In San Francisco,"[""Traditional pop music""]",Jazz,129.2,-15.5,2014-06-01,eng,1960s
1962,Best Jazz Performance - Soloist Or Small Group (Instrumental),Desafinado,Stan Getz,True,song,Desafinado,Stan Getz,Other Songs,,,146.0,-16.7,2014-06-03,por,1960s
1962,"Best Solo Vocal Performance, Female",Love Letters (Album),Ketty Lester,False,song,Love Letters,Ketty Lester,Other Songs,,,128.0,-11.8,2008-11-01,eng,1960s
1962,"Best Solo Vocal Performance, Female",I'm A Woman (Single),Peggy Lee,False,song,I'm A Woman,Peggy Lee,I'm A Woman,,,,,,,1960s
1962,"Best Solo Vocal Performance, Female",My Coloring Book (Single),Sandy Stewart,False,song,My Coloring Book,Sandy Stewart,Other Songs,,,88.5,-16.9,2010-12-01,,1960s
1962,"Best Solo Vocal Performance, Male",Comin' Home Baby (Album),Mel Tormé,False,song,Comin' Home Baby,Mel Tormé,Right Now!,,,126.0,-18.5,2008-12-11,eng,1960s
1962,"Best Solo Vocal Performance, Male",I Can't Stop Loving You (Album),Ray Charles,False,song,I Can't Stop Loving You,Ray Charles,Modern Sounds In Country And Western Music,"[""Southern soul"",""Celtic music"",""Rhythm and blues"",""Traditional pop music"",""Folk rock""]",R&amp;B,,,2013-01-01,eng,1960s
1962,"Best Solo Vocal Performance, Male",What Kind Of Fool Am I,"Sammy Davis, Jr.",False,song,What Kind Of Fool Am I?,"Sammy Davis, Jr.",The Definitive Collection,[],,152.0,-15.5,2008-01-01,,1960s
1962,"Best Solo Vocal Performance, Male",I Left My Heart In San Francisco,Tony Bennett,True,song,I Left My Heart In San Francisco,Tony Bennett,I Left My Heart In San Francisco,"[""Traditional pop music""]",Jazz,129.2,-15.5,2014-06-01,eng,1960s
1962,Best Performance By A Vocal Group,A Song For Young Love,The Lettermen,False,song,A Song For Young Love,The Lettermen,A Song For Young Love,,,159.0,-10.7,0000-00-00,,1960s
1962,Best Performance By A Vocal Group,Through Children's Eyes,The Limeliters,False,album,This Train,The Limeliters,Through Children's Eyes,,Folk,,,0000-00-00,,1960s
1962,Best Performance By An Orchestra Or Instrumentalist With Orchestra - Primarily Not Jazz Or For Dancing,Stranger On The Shore,Acker Bilk,False,song,Stranger On The Shore,Acker Bilk,Other Songs,"[""Easy listening""]",,,,2015-02-06,,1960s
1962,Best Performance By An Orchestra For Dancing,Big Band Bossa Nova,Quincy Jones,False,album,Soul Bossa Nova,Quincy Jones,Big Band Bossa Nova,"[""Jazz"",""Swing music""]",Bossa Nova,154.0,-12.2,2008-01-01,,1960s
1962,Best Rock & Roll Recording,You Beat Me To The Punch,Mary Wells,False,song,You Beat Me To The Punch,Mary Wells,Ultimate Collection,"[""Soul music""]",,113.0,-13.8,2006-06-02,,1960s
1962,Best Rock & Roll Recording,Breaking Up Is Hard To Do,Neil Sedaka,False,song,Breaking Up Is Hard To Do,Neil Sedaka,Sings His Greatest Hits,"[""Doo-wop"",""Pop music""]",Pop,116.0,-11.5,2006-03-29,eng,1960s
1962,Best Rock & Roll Recording,Twistin' The Night Away,Sam Cooke,False,song,Twistin' The Night Away,Sam Cooke,Twistin' The Night Away,"[""House music"",""Rock and roll"",""Hi-NRG"",""Rhythm and blues""]",Soul,160.9,-11.1,2008-08-11,eng,1960s
1962,Best Rock & Roll Recording,Up On The Roof,The Drifters,False,song,Up On The Roof,The Drifters,Under The Boardwalk,[],R&amp;B,121.0,-18.4,1964-06-01,eng,1960s
1962,Best Country & Western Recording,Wolverton Mountain,Claude King,False,song,Wolverton Mountain,Claude King,Meet Claude King,"[""Country music""]",Country,157.0,-17.0,1990-09-01,,1960s
1962,Best Country & Western Recording,She Thinks I Still Care,George Jones,False,song,She Thinks I Still Care,George Jones,The New Favorites Of George Jones,"[""Pop music"",""Country music""]",,,,2009-01-02,,1960s
1962,Best Country & Western Recording,P.T. 109 (Single),Jimmy Dean,False,song,P.T. 109,Jimmy Dean,Portrait Of Jimmy Dean,,,187.0,-16.1,1994-05-05,,1960s
1962,Best Country & Western Recording,It Keeps Right On A-Hurtin',Johnny Tillotson,False,song,It Keeps Right On A-Hurtin',Johnny Tillotson,It Keeps Right On A-Hurtin',"[""Country music""]",Pop,,,2012-12-24,,1960s
1962,Best Country & Western Recording,Devil Woman,Marty Robbins,False,song,Devil Woman,Marty Robbins,Devil Woman,"[""Country music""]",Country,145.0,-14.6,2005-06-28,,1960s
1962,Best Country & Western Recording,Funny Way Of Laughin',Burl Ives,True,song,Funny Way Of Laughin',Burl Ives,Other Songs,,,,,2010-09-13,,1960s
1962,Best Comedy Performance,"My Son, The Folk Singer (Album)",Allan Sherman,False,album,The Ballad Of Harry Lewis,Allan Sherman,"My Son, The Folk Singer",,Comedy,,,0000-00-00,,1960s
1962,Best Rhythm & Blues Recording,What'd I Say,Bobby Darin,False,song,What'd I Say,Bobby Darin,Bobby Darin Sings Ray Charles,,Pop,,,,eng,1960s
1962,Best Rhythm & Blues Recording,Comin' Home Baby,Mel Tormé,False,song,Comin' Home Baby,Mel Tormé,Right Now!,,,126.0,-18.5,2008-12-11,eng,1960s
1962,Best Rhythm & Blues Recording,Bring It On Home To Me,Sam Cooke,False,song,Bring It On Home To Me,Sam Cooke,"Live At The Harlem Square Club, 1963","[""Rock music"",""Country music"",""Blues"",""Soul music"",""Rhythm and blues"",""Pop music""]",R&amp;B,122.0,-7.9,2005-08-16,eng,1960s
1962,Best Rhythm & Blues Recording,I Can't Stop Loving You,Ray Charles,True,song,I Can't Stop Loving You,Ray Charles,Modern Sounds In Country And Western Music,"[""Southern soul"",""Celtic music"",""Rhythm and blues"",""Traditional pop music"",""Folk rock""]",R&amp;B,,,2013-01-01,eng,1960s
1963,Best Recording For Children,On Top Of Spaghetti (Album),Tom Glazer,False,song,On Top Of Spaghetti,Tom Glazer,Other Songs,,,,,2008-10-21,,1960s
1963,Best Folk Recording,Judy Collins #3,Judy Collins,False,album,Anathea,Judy Collins,Judy Collins 3,,Folk,124.0,-13.1,2010-10-04,,1960s
1963,Best Folk Recording,We Shall Overcome,Pete Seeger,False,song,We Shall Overcome,Pete Seeger,The Essential Pete Seeger,,,118.0,-15.3,1996-09-03,,1960s
1963,Best Folk Recording,"Green, Green",The New Christy Minstrels,False,song,"Green, Green",The New Christy Minstrels,Ramblin',,,139.7,-13.1,1988-11-08,,1960s
1963,Best Folk Recording,Walk Right In (Album),The Rooftop Singers,False,song,Walk Right In,The Rooftop Singers,Walk Right In,"[""Bluegrass music"",""Folk music""]",Folk,130.0,-10.8,2011-01-13,,1960s
1963,Record Of The Year,Happy Days Are Here Again (Single),Barbra Streisand,False,song,Happy Days Are Here Again,Barbra Streisand,The Barbra Streisand Album,"[""Pop music""]",Classic Pop,125.0,-15.6,1997-10-20,eng,1960s
1963,Record Of The Year,Wives And Lovers (Single),Jack Jones,False,song,Wives And Lovers,Jack Jones,Other Songs,[],,128.0,-14.3,2007-09-14,,1960s
1963,Record Of The Year,Dominique (Single),Soeur Sourire,False,song,Dominique,Soeur Sourire,Other Songs,"[""Folk music""]",,131.7,-10.9,2005-01-01,fra,1960s
1963,Record Of The Year,I Wanna Be Around (Single),Tony Bennett,False,song,I Wanna Be Around,Tony Bennett,I Wanna Be Around...,[],Jazz,103.0,-16.5,2006-10-30,eng,1960s
1963,Record Of The Year,Days Of Wine And Roses,Henry Mancini,True,song,Days Of Wine And Roses,Henry Mancini,Other Songs,,,81.9,-15.5,2004-08-14,,1960s
1963,Album Of The Year (Other Than Classical),Days Of Wine And Roses,Andy Williams,False,song,Days Of Wine And Roses,Andy Williams,Days Of Wine And Roses And Other TV Requests,"[""Easy listening""]",Vocal,161.0,-12.7,2001-08-03,,1960s
1963,Album Of The Year (Other Than Classical),The Barbra Streisand Album,Barbra Streisand,True,album,Cry Me A River,Barbra Streisand,The Barbra Streisand Album,[],Classic Pop,88.0,-11.9,2002-01-29,eng,1960s
1963,Best Gospel Or Other Religious Recording (Musical),Dominique,Soeur Sourire,True,song,Dominique,Soeur Sourire,Other Songs,"[""Folk music""]",,131.7,-10.9,2005-01-01,fra,1960s
1963,"Best Vocal Performance, Female",Blame It On The Bossa Nova (Single),Eydie Gorme,False,song,Blame It On The Bossa Nova,Eydie Gorme,Other Songs,,,160.0,-10.6,2010-10-22,eng,1960s
1963,"Best Vocal Performance, Female",I'm A Woman (Album),Peggy Lee,False,song,I'm A Woman,Peggy Lee,I'm A Woman,,,,,,,1960s
1963,"Best Vocal Performance, Female",Dominique (Single),Soeur Sourire,False,song,Dominique,Soeur Sourire,Other Songs,"[""Folk music""]",,131.7,-10.9,2005-01-01,fra,1960s
1963,"Best Vocal Performance, Female",The Barbra Streisand Album,Barbra Streisand,True,album,Cry Me A River,Barbra Streisand,The Barbra Streisand Album,[],Classic Pop,88.0,-11.9,2002-01-29,eng,1960s
1963,"Best Vocal Performance, Male",Days Of Wine And Roses,Andy Williams,False,song,Days Of Wine And Roses,Andy Williams,Days Of Wine And Roses And Other TV Requests,"[""Easy listening""]",Vocal,161.0,-12.7,2001-08-03,,1960s
1963,"Best Vocal Performance, Male",Busted (Single),Ray Charles,False,song,Busted,Ray Charles,Ingredients In A Recipe For Soul,"[""Country music""]",Soul,97.0,-14.0,2009-05-05,eng,1960s
1963,"Best Vocal Performance, Male",I Wanna Be Around (Single),Tony Bennett,False,song,I Wanna Be Around,Tony Bennett,I Wanna Be Around...,[],Jazz,103.0,-16.5,2006-10-30,eng,1960s
1963,"Best Vocal Performance, Male",Wives And Lovers,Jack Jones,True,song,Wives And Lovers,Jack Jones,Other Songs,[],,128.0,-14.3,2007-09-14,,1960s
1963,Best Performance By A Chorus,"Green, Green",The New Christy Minstrels,False,song,"Green, Green",The New Christy Minstrels,Ramblin',,,139.7,-13.1,1988-11-08,,1960s
1963,Best Performance By An Orchestra Or Instrumentalist With Orchestra - Primarily Not Jazz Or For Dancing,Java,Al Hirt,True,song,Java,Al Hirt,Other Songs,"[""Jazz""]",,185.0,-14.8,2001-07-10,,1960s
1963,Best Rock & Roll Recording,It's My Party (Single),Lesley Gore,False,song,It's My Party,Lesley Gore,I'll Cry If I Want To,,Pop,133.8,-14.9,2011-03-15,,1960s
1963,Best Rock & Roll Recording,Our Day Will Come,Ruby And The Romantics,False,song,Our Day Will Come,Ruby And The Romantics,Our Day Will Come,"[""Rhythm and blues""]",,182.0,-17.7,2009-08-01,eng,1960s
1963,Best Rock & Roll Recording,Another Saturday Night (Album),Sam Cooke,False,song,Another Saturday Night,Sam Cooke,Ain't That Good News,"[""Rhythm and blues"",""Soul music""]",R&amp;B,123.0,-18.3,2008-08-11,eng,1960s
1963,Best Country & Western Recording,Love's Gonna Live Here,Buck Owens,False,song,Love's Gonna Live Here,Buck Owens,Together Again/My Heart Skips A Beat,"[""Country music""]",,93.0,-13.5,2006-08-01,,1960s
1963,Best Country & Western Recording,Ninety Miles An Hour (Down A Dead End Street),Hank Snow,False,song,Ninety Miles An Hour (Down A Dead End Street),Hank Snow,The Singing Ranger Vol. 3,,,113.3,-10.2,2001-05-15,,1960s
1963,Best Country & Western Recording,Ring Of Fire,Johnny Cash,False,song,Ring Of Fire,Johnny Cash,Ring Of Fire: The Best Of Johnny Cash,"[""Rock and roll"",""Power metal"",""Country music"",""Psychedelic rock"",""Speed metal"",""Punk rock""]",Country,103.0,-14.3,2008-06-30,eng,1960s
1963,Best Country & Western Recording,"Saginaw, Michigan",Lefty Frizzell,False,song,"Saginaw, Michigan",Lefty Frizzell,"Saginaw, Michigan","[""Country music""]",Country,146.0,-15.2,1997-01-28,,1960s
1963,Best Country & Western Recording,The Porter Wagoner Show (Album),Porter Wagoner,False,album,Company's Comin',Porter Wagoner,[[The Porter Wagoner Show (1963)|The Porter Wagoner Show (1963)]],,,129.2,-9.8,2002-03-04,,1960s
1963,Best Country & Western Recording,Detroit City,Bobby Bare,True,song,Detroit City,Bobby Bare,Detroit City,,Country,121.0,-14.3,2007-03-27,,1960s
1963,Best Rhythm & Blues Recording,Hello Stranger,Barbara Lewis,False,song,Hello Stranger,Barbara Lewis,Golden Classics,"[""Rhythm and blues""]",R&amp;B,103.0,-24.6,2005-02-08,,1960s
1963,Best Rhythm & Blues Recording,Since I Fell For You,Lenny Welch,False,song,Since I Fell For You,Lenny Welch,Anthology,"[""Pop music"",""Jazz""]",Pop,,,0000-00-00,,1960s
1963,Best Rhythm & Blues Recording,Part Time Love,Little Johnny Taylor,False,song,Part Time Love,Little Johnny Taylor,Part Time Love,,,,-12.9,1997-01-01,,1960s
1963,Best Rhythm & Blues Recording,"Hey, Little Girl",Major Lance,False,song,Hey Little Girl,Major Lance,Other Songs,,,125.0,-14.2,2000-09-05,,1960s
1963,Best Rhythm & Blues Recording,(Love Is Like A) Heat Wave,Martha And The Vandellas,False,song,(Love Is Like A) Heat Wave,Martha And The Vandellas,Heat Wave,"[""Soul music"",""Classic rock"",""Pop music"",""Rock music""]",Soul,166.0,-8.5,2004-04-26,eng,1960s
1963,Best Rhythm & Blues Recording,Frankie And Johnny,Sam Cooke,False,song,Frankie And Johnny,Sam Cooke,Sam Cooke At The Copa,,R&amp;B,,,2010-01-01,,1960s
1963,Best Rhythm & Blues Recording,Busted,Ray Charles,True,song,Busted,Ray Charles,Ingredients In A Recipe For Soul,"[""Country music""]",Soul,97.0,-14.0,2009-05-05,eng,1960s
1964,Best Country & Western Single,Four Strong Winds (Single),Bobby Bare,False,song,Four Strong Winds,Bobby Bare,Other Songs,,,117.5,-13.1,2007-03-27,,1960s
1964,Best Country & Western Single,Once A Day (Single),Connie Smith,False,song,Once A Day,Connie Smith,Connie Smith,"[""Nashville sound"",""Country music""]",Country,137.0,-14.0,1996-04-15,,1960s
1964,Best Country & Western Single,Here Comes My Baby,Dottie West,False,song,Here Comes My Baby,Dottie West,Here Comes My Baby,"[""Country music""]",Country,,,2005-09-15,,1960s
1964,Best Country & Western Single,You're The Only World I Know,Sonny James,False,song,You're The Only World I Know,Sonny James,You're The Only World I Know,,,122.0,-19.2,2006-12-05,,1960s
1964,Best Country & Western Single,Dang Me,Roger Miller,True,song,Dang Me,Roger Miller,Roger And Out,"[""Country music""]",Country,98.4,-15.6,2008-11-17,,1960s
1964,Best Country & Western Vocal Performance - Female,Once A Day (Single),Connie Smith,False,song,Once A Day,Connie Smith,Connie Smith,"[""Nashville sound"",""Country music""]",Country,137.0,-14.0,1996-04-15,,1960s
1964,Best Country & Western Vocal Performance - Female,Second Fiddle (Single),Jean Shepard,False,song,Second Fiddle (To An Old Guitar),Jean Shepard,"Heart, We Did All That We Could",,Country,118.0,-10.5,2011-06-03,,1960s
1964,Best Country & Western Vocal Performance - Female,He Says The Same Things To Me,Skeeter Davis,False,song,He Says The Same Things To Me,Skeeter Davis,Let Me Get Close To You,,Country,89.9,-10.7,2011-03-13,,1960s
1964,Best Country & Western Vocal Performance - Female,Here Comes My Baby,Dottie West,True,song,Here Comes My Baby,Dottie West,Here Comes My Baby,"[""Country music""]",Country,,,2005-09-15,,1960s
1964,Best Country & Western Vocal Performance - Male,Four Strong Winds (Single),Bobby Bare,False,song,Four Strong Winds,Bobby Bare,Other Songs,,,117.5,-13.1,2007-03-27,,1960s
1964,Best Country & Western Vocal Performance - Male,My Heart Skips A Beat (Single),Buck Owens,False,song,My Heart Skips A Beat,Buck Owens,Together Again/My Heart Skips A Beat,,,172.0,-12.9,2006-08-01,,1960s
1964,Best Country & Western Vocal Performance - Male,You're The Only World I Know (Single),Sonny James,False,song,You're The Only World I Know,Sonny James,You're The Only World I Know,,,122.0,-19.2,2006-12-05,,1960s
1964,Best Country & Western Vocal Performance - Male,Dang Me,Roger Miller,True,song,Dang Me,Roger Miller,Roger And Out,"[""Country music""]",Country,98.4,-15.6,2008-11-17,,1960s
1964,Best Folk Recording,The Times They Are A-Changin',Bob Dylan,False,song,The Times They Are A-Changin',Bob Dylan,The Times They Are A-Changin',"[""Folk music""]",Folk,101.0,-16.8,2014-08-06,eng,1960s
1964,Best Folk Recording,Today,The New Christy Minstrels,False,song,Today,The New Christy Minstrels,Today,,,98.4,-11.6,2011-06-01,eng,1960s
1964,Best Folk Recording,We'll Sing In The Sunshine,Gale Garnett,True,song,We'll Sing In The Sunshine,Gale Garnett,Other Songs,[],,,,,,1960s
1964,Record Of The Year,People (Single),Barbra Streisand,False,song,People,Barbra Streisand,People,[],Pop,116.0,-11.6,2002-01-29,eng,1960s
1964,Record Of The Year,"Hello, Dolly! (Single)",Louis Armstrong,False,song,Hello Dolly,Louis Armstrong,Blueberry Hill,"[""Pop music"",""Jazz""]",,171.6,-20.2,2007-04-09,,1960s
1964,Record Of The Year,Downtown (Single),Petula Clark,False,song,Downtown,Petula Clark,Downtown,"[""Country music"",""Pop music"",""Soul music""]",Pop,119.0,-10.9,2008-06-16,eng,1960s
1964,Record Of The Year,I Want To Hold Your Hand,The Beatles,False,song,I Want To Hold Your Hand,The Beatles,1962-1966,"[""Pop music"",""Pop rock"",""Rock and roll""]",Rock,136.0,-12.3,0000-00-00,eng,1960s
1964,Album Of The Year,Cotton Candy (Album),Al Hirt,False,song,Cotton Candy,Al Hirt,Other Songs,"[""Jazz""]",,147.7,-14.8,2001-07-10,,1960s
1964,Album Of The Year,Funny Girl,Barbra Streisand,False,song,Funny Girl,Barbra Streisand,Funny Girl (The Original Sound Track Recording),,Soundtrack,109.1,-14.7,1993-01-22,eng,1960s
1964,Album Of The Year,People (Album),Barbra Streisand,False,song,People,Barbra Streisand,People,[],Pop,116.0,-11.6,2002-01-29,eng,1960s
1964,Best Instrumental Jazz Performance - Large Group Or Soloist With Large Group,Quincy Jones Explores The Music Of Henry Mancini,Quincy Jones,False,album,Baby Elephant Walk,Quincy Jones,Quincy Jones Explores The Music Of Henry Mancini,,Jazz,120.0,-16.2,2006-08-25,,1960s
1964,"Best Vocal Performance, Female",The Girl From Ipanema (Single),Astrud Gilberto,False,song,The Girl From Ipanema,Astrud Gilberto,That Girl From Ipanema,"[""Bossa nova""]",Bossa Nova,126.4,-12.8,2006-09-27,,1960s
1964,"Best Vocal Performance, Female",We'll Sing In The Sunshine (Single),Gale Garnett,False,song,We'll Sing In The Sunshine,Gale Garnett,Other Songs,[],,,,,,1960s
1964,"Best Vocal Performance, Female",How Glad I Am (Single),Nancy Wilson,False,song,(You Don't Know) How Glad I Am,Nancy Wilson,Anthology,,Jazz,102.0,-13.7,2006-02-07,,1960s
1964,"Best Vocal Performance, Female",Downtown (Single),Petula Clark,False,song,Downtown,Petula Clark,Downtown,"[""Country music"",""Pop music"",""Soul music""]",Pop,119.0,-10.9,2008-06-16,eng,1960s
1964,"Best Vocal Performance, Female",People,Barbra Streisand,True,song,People,Barbra Streisand,People,[],Pop,116.0,-11.6,2002-01-29,eng,1960s
1964,"Best Vocal Performance, Male",Call Me Irresponsible (Album),Andy Williams,False,song,Call Me Irresponsible,Andy Williams,"The Academy Award-Winning ""Call Me Irresponsible"" And Other Hit Songs From The Movies",[],Vocal,78.0,-16.8,2000-03-06,,1960s
1964,"Best Vocal Performance, Male",Everybody Loves Somebody (Album),Dean Martin,False,song,Everybody Loves Somebody,Dean Martin,Dream With Dean,"[""Pop music""]",Classic Pop,80.0,-10.5,2010-02-26,,1960s
1964,"Best Vocal Performance, Male",Who Can I Turn To (Single),Tony Bennett,False,song,Who Can I Turn To (When Nobody Needs Me),Tony Bennett,Who Can I Turn To,[],Jazz,102.1,-14.5,2006-10-30,,1960s
1964,"Best Vocal Performance, Male","Hello, Dolly!",Louis Armstrong,True,song,Hello Dolly,Louis Armstrong,Blueberry Hill,"[""Pop music"",""Jazz""]",,171.6,-20.2,2007-04-09,,1960s
1964,Best Performance By A Vocal Group,Grand Ole Opry Favorites,The Browns,False,album,Don't Let The Stars Get In Your Eyes,The Browns,Grand Ole Opry Favorites,"[""Country music""]",Country,,,0000-00-00,,1960s
1964,Best Performance By A Chorus,Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,False,song,Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,Other Songs,,,,,,,1960s
1964,Best Performance By A Vocal Group,A Hard Day's Night,The Beatles,True,song,A Hard Day's Night,The Beatles,A Hard Day's Night,"[""Pop rock"",""Rock music""]",Rock,108.5,-18.5,2007-10-01,eng,1960s
1964,Best Instrumental Performance - Non-Jazz,Cotton Candy,Al Hirt,False,song,Cotton Candy,Al Hirt,Other Songs,"[""Jazz""]",,147.7,-14.8,2001-07-10,,1960s
1964,Best Rock & Roll Recording,Mr. Lonely,Bobby Vinton,False,song,Mr. Lonely,Bobby Vinton,Roses Are Red,"[""Pop music""]",Pop,170.0,-15.7,2006-01-31,,1960s
